Player Name,Team,Assists,Blocked Shots,Defensive Rebounds,Free Throws,Field Goals,Minutes Played,Offensive Rebounds,Plus Minus,Personal Fouls,Points Scored,Three Pointers,Total Rebounds
Mike Dunleavy,Chicago,3,1,4,4-7,5-5,38:29,1,2,+17,15,2-4,5
Carlos Boozer,Chicago,3,3,3-13,0-0,23:54,1,5,+11,6,1,0-0,4,4
Joakim Noah,Chicago,10,2,8,7-13,1-2,40:38,5,4,+15,15,1,0-0,13,3
Jimmy Butler,Chicago,7,1,4,5-11,1-2,46:00,1,1,+11,14,3-6,5
Kirk Hinrich,Chicago,4,2,3,7-9,0-0,25:57,1,+14,16,2-4,3,1
D.J. Augustin,Chicago,2,2,8-14,1-1,29:35,3,+5,21,1,4-7,2,5
Taj Gibson,Chicago,2,3,1,4,6-14,1-2,27:06,1,2,+6,13,1,0-0,5
Nazr Mohammed,Chicago,1,1-1,0-0,4:22,-2,2,0-0
Tony Snell,Chicago,0-0,0-0,3:59,-2,0-0
Kevin Love,Minnesota,3,1,1,9,7-20,1-1,32:36,1,2,-11,17,2-8,10,3
Robbie Hummel,Minnesota,3,3-6,1-1,31:37,2,1,-19,7,0-1,5
Gorgui Dieng,Minnesota,3,4,3-8,3-3,31:22,4,3,-11,9,0-0,8,2
Ricky Rubio,Minnesota,6,4,1,5-14,4-4,32:28,1,-15,15,1-2,1
Corey Brewer,Minnesota,1,1,4-9,1-2,32:19,3,-14,9,4,0-2,1,2
Luc Richard Mbah a Moute,Minnesota,3,1-1,0-0,20:37,-4,2,0-0,3
Ronny Turiaf,Minnesota,1,2,3,5-7,1-1,16:38,2,1,-4,11,0-0,5
Alexey Shved,Minnesota,5,1,1,3-7,2-2,15:32,1,2,9,1-3,2,3
Dante Cunningham,Minnesota,1,1,3-7,0-0,15:24,1,-4,6,1,0-0,2,1
Othyus Jeffers,Minnesota,3,0-1,2-2,11:27,1,+7,2,0-1,3,1
