Player Name,Team,Assists,Defensive Rebounds,Free Throws,Field Goals,Minutes Played,Offensive Rebounds,Plus Minus,Personal Fouls,Points Scored,Three Pointers,Total Rebounds,Turnovers
Luis Scola,Indiana,3,7,11-17,2-2,30:58,2,1,+7,24,0-0,9,1
Rasual Butler,Indiana,2,2,3-14,2-4,30:24,+7,10,2-10,2
Ian Mahinmi,Indiana,1,5,1-1,1-2,19:41,1,5,-6,3,0-0,6,1
Evan Turner,Indiana,9,2,5,9-18,2-3,41:18,2,2,+3,23,3-4,7,2
Donald Sloan,Indiana,8,1,4,4-11,0-2,31:52,2,-6,8,0-1,4
Lavoy Allen,Indiana,1,1,2,6,3-9,2-4,28:22,2,4,+4,8,1,0-0,8,1
Solomon Hill,Indiana,1,2,0-2,2-2,22:57,5,-2,2,1,0-2,2,1
C.J. Watson,Indiana,1,1,3-5,0-0,17:24,1,+2,8,2,2-2,1,3
Chris Copeland,Indiana,3,1,1,7-8,0-0,17:04,1,4,+1,18,4-5,2,2
Jeff Adrien,Milwaukee,1,1,2,11,6-14,1-2,36:54,6,4,+5,13,2,0-0,17
Khris Middleton,Milwaukee,2,2,6,6-14,3-3,36:27,1,5,+2,16,1,1-5,7,2
Zaza Pachulia,Milwaukee,1,1,7,6-10,3-4,32:45,2,3,+10,15,0-0,9,1
Brandon Knight,Milwaukee,10,4,8-21,8-12,39:08,-3,25,1-7,4,1
Ramon Sessions,Milwaukee,4,1,1,6-15,6-7,38:17,1,2,+1,20,2-3,2,2
Giannis Antetokounmpo,Milwaukee,1,3,1-4,0-0,21:19,2,-10,2,1,0-1,3,2
John Henson,Milwaukee,2,1,2,3-5,1-1,20:26,2,-9,7,0-0,4,1
Chris Wright,Milwaukee,2,2-4,0-0,14:44,2,4,-6,4,2,0-0,2,2
